week,Neuraminidase-Hemmer,Lungenentzündung,Influenza-A-Virus_H1N1,Schweinegrippe-Impfung,Influenza-Schnelltest,Peramivir,Impfung,Reye-Syndrom,Schweineinfluenza,Rifttalfieber
2018-52,-0.00024267458370982295,-0.1600502024920103,-0.053287826260266166,-0.016856899915819984,-0.04469342835274225,-0.020728352954120365,0.033774506161818596,0.010127464826501245,-0.020038271950413734,-0.07628849204734979
2019-01,-0.0065418871821350194,-0.1600502024920103,-0.053287826260266166,-0.016856899915819984,-0.04733125478376309,-0.020728352954120365,0.08119383917947401,0.004986477133714207,-0.020038271950413734,-0.06264084936744906
2019-02,-0.0033922808829224215,-0.1604089597568449,-0.053287826260266166,-0.016856899915819984,-0.04179181927861933,-0.020728352954120365,0.07043824153352934,0.011451658626158512,-0.020038271950413734,-0.05891876500020339
2019-03,-0.030951336001032656,-0.16012195394497722,-0.053287826260266166,-0.016856899915819984,-0.054189603504417275,-0.020728352954120365,0.0031311996611083233,-0.019939523801010828,-0.020038271950413734,-0.06512223894561282
2019-04,-0.031738737575835806,-0.15890217924453953,-0.053287826260266166,-0.016856899915819984,-0.05629986464923395,-0.020728352954120365,0.0355332831353693,-0.007320735827806279,-0.020038271950413734,-0.06760362852377659
2019-05,-0.069534013166387,-0.16012195394497722,-0.053287826260266166,-0.016856899915819984,-0.06553225715780688,-0.020728352954120365,-0.07513437566189783,-0.02087424883606302,-0.020038271950413734,-0.08001057641459546
2019-06,-0.049848973796308246,-0.15825641616783723,-0.053287826260266166,-0.016856899915819984,-0.06315821336988812,-0.020728352954120365,-0.008233205398757739,-0.022665805153246378,-0.020038271950413734,-0.0924175243054143
2019-07,-0.05614818639473344,-0.15954794232124184,-0.053287826260266166,-0.016856899915819984,-0.06263064808368396,-0.020728352954120365,0.12151041903471314,-0.004828135734333776,-0.020038271950413734,-0.07132571289102226
2019-08,-0.07110881631599329,-0.1597631966801426,-0.053287826260266166,-0.016856899915819984,-0.06790630094572564,-0.020728352954120365,0.154724245727536,0.004908583380793191,-0.020038271950413734,-0.04651181710938453
2019-09,-0.0679592100167807,-0.15832816762080415,-0.053287826260266166,-0.016856899915819984,-0.0602566042957652,-0.020728352954120365,0.006107591462501815,-0.01713534869585426,-0.020038271950413734,-0.0018468047024366423
2019-10,-0.07583322576481219,-0.1597631966801426,-0.053287826260266166,-0.016856899915819984,-0.06474090922850063,-0.020728352954120365,-0.02933852908136614,-0.028040474104796466,-0.020038271950413734,-0.05519668063295773
2019-11,-0.07268361946559959,-0.16019370539794414,-0.053287826260266166,-0.016856899915819984,-0.06474090922850063,-0.020728352954120365,0.015916155353457643,-0.026949961563902246,-0.020038271950413734,-0.05767807021112151
2019-12,-0.0459119659222925,-0.15997845103904337,-0.053287826260266166,-0.016856899915819984,-0.05392582086131519,-0.020728352954120365,0.03458624938038046,-0.013396448555645507,-0.020038271950413734,-0.042789732742138875
2019-13,-0.0474867690718988,-0.15997845103904337,-0.053287826260266166,-0.016856899915819984,-0.059465256366458955,-0.020728352954120365,0.019366064032345556,-0.01261751102643535,-0.020038271950413734,-0.051474596265712075
2019-14,-0.053785981670323994,-0.15933268796234107,-0.053287826260266166,-0.016856899915819984,-0.05761877786474436,-0.020728352954120365,0.050618177946977226,-0.011994361003067224,-0.020038271950413734,-0.04154903795305699
2019-15,-0.04827417064670195,-0.16012195394497722,-0.053287826260266166,-0.016856899915819984,-0.05841012579405062,-0.020728352954120365,0.02268068217480649,-0.010280698438804877,-0.020038271950413734,-0.05891876500020339
