Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2010-30,,3187.0,5699.0,14002.0,7109.0,521.0,27819.0,802.0,113.0,18077.0,815.0,1450.0,7836.0,386.0,125.0,574.0,1484.0,107.0,1349.0,242.0,713.0,2938.0,268.0,678.0,348.0,38805059.0,2003.0,11616.0,13325.0,405.0,9740.0
2010-31,,3292.0,5987.0,14084.0,6993.0,571.0,28161.0,939.0,134.0,19656.0,877.0,1658.0,8514.0,422.0,140.0,947.0,1717.0,88.0,1269.0,235.0,750.0,3101.0,278.0,832.0,374.0,38578733.0,2298.0,11503.0,18025.0,405.0,9802.0
2010-32,,3751.0,6258.0,14791.0,7826.0,562.0,28205.0,1151.0,196.0,20655.0,1072.0,1835.0,17984.0,539.0,237.0,1148.0,2114.0,130.0,1683.0,323.0,881.0,3545.0,272.0,839.0,382.0,38573946.0,2778.0,13494.0,25884.0,470.0,10124.0
2010-33,,3327.0,6428.0,15272.0,7364.0,536.0,29765.0,1064.0,141.0,21790.0,1120.0,1842.0,8861.0,416.0,155.0,999.0,1858.0,102.0,1391.0,231.0,698.0,3647.0,320.0,905.0,359.0,38233839.0,2662.0,11571.0,22374.0,406.0,10413.0
2010-34,,3235.0,6334.0,16577.0,8183.0,524.0,29478.0,1312.0,140.0,22575.0,1977.0,2057.0,8641.0,416.0,160.0,967.0,1821.0,137.0,1450.0,229.0,818.0,4166.0,331.0,1036.0,386.0,38553715.0,2748.0,12453.0,19497.0,432.0,10188.0
2010-35,,3468.0,5857.0,19164.0,8116.0,453.0,29764.0,1495.0,139.0,24000.0,1833.0,2112.0,8367.0,452.0,170.0,2125.0,1860.0,117.0,1463.0,223.0,712.0,5288.0,298.0,1106.0,402.0,38569360.0,2753.0,12251.0,19185.0,488.0,10446.0
2010-36,,3521.0,6238.0,21059.0,8544.0,490.0,31221.0,1710.0,179.0,25990.0,1021.0,1904.0,8856.0,484.0,158.0,1679.0,1933.0,99.0,1661.0,243.0,765.0,6613.0,408.0,950.0,373.0,38985744.0,2611.0,13123.0,18984.0,470.0,10520.0
2010-37,,3831.0,6267.0,25918.0,9912.0,423.0,33185.0,2177.0,125.0,29516.0,1054.0,2353.0,10412.0,545.0,206.0,2377.0,2014.0,112.0,1675.0,268.0,771.0,7941.0,458.0,1084.0,366.0,39705456.0,2975.0,14068.0,20306.0,491.0,12497.0
2010-38,,3962.0,6449.0,30052.0,11292.0,484.0,34760.0,2150.0,164.0,32239.0,1200.0,2306.0,10237.0,559.0,173.0,2059.0,2204.0,101.0,1718.0,246.0,844.0,9374.0,488.0,1069.0,387.0,40364490.0,2940.0,14131.0,21508.0,557.0,13702.0
2010-39,,3928.0,6604.0,27981.0,11452.0,445.0,34704.0,2328.0,205.0,33062.0,1228.0,2492.0,9718.0,540.0,140.0,2080.0,2152.0,80.0,1722.0,293.0,857.0,10856.0,470.0,1162.0,404.0,40898315.0,3118.0,14584.0,21042.0,498.0,13157.0
2010-40,,4101.0,6677.0,27486.0,11196.0,487.0,33508.0,2124.0,141.0,33278.0,1139.0,2636.0,9739.0,557.0,200.0,2684.0,1995.0,75.0,1872.0,281.0,806.0,15150.0,495.0,1258.0,405.0,40154294.0,3468.0,14406.0,16824.0,669.0,13695.0
2010-41,,3813.0,7005.0,26337.0,11306.0,474.0,31956.0,2023.0,157.0,34407.0,1234.0,2583.0,9291.0,576.0,266.0,3316.0,1909.0,105.0,2045.0,277.0,1502.0,13570.0,546.0,1246.0,446.0,40547148.0,3433.0,15918.0,16142.0,734.0,14052.0
2010-42,,4056.0,6999.0,25497.0,12253.0,454.0,32198.0,1937.0,965.0,33814.0,1070.0,2572.0,9029.0,551.0,203.0,2586.0,2102.0,73.0,2069.0,244.0,902.0,15744.0,595.0,1215.0,435.0,40863877.0,3405.0,16037.0,15597.0,801.0,14556.0
2010-43,,3935.0,6783.0,24020.0,11843.0,457.0,31458.0,1729.0,492.0,32231.0,1003.0,2604.0,8131.0,544.0,184.0,1942.0,1936.0,101.0,1858.0,258.0,923.0,13932.0,508.0,1598.0,450.0,39767691.0,3213.0,15889.0,13582.0,700.0,13747.0
2010-44,,3929.0,7510.0,26351.0,11511.0,406.0,34524.0,1774.0,151.0,34295.0,1081.0,2767.0,7972.0,557.0,149.0,1680.0,2039.0,81.0,1831.0,273.0,980.0,12250.0,556.0,1399.0,420.0,39691309.0,3139.0,16140.0,12423.0,894.0,13805.0
2010-45,,3939.0,7350.0,25680.0,11927.0,428.0,32684.0,1773.0,151.0,37190.0,1011.0,2801.0,7965.0,522.0,144.0,1960.0,1941.0,91.0,1834.0,237.0,891.0,10666.0,523.0,1537.0,414.0,39856104.0,2967.0,15528.0,13804.0,699.0,13948.0
2010-46,,5838.0,9244.0,25196.0,10441.0,524.0,31150.0,1624.0,160.0,36681.0,908.0,2814.0,8222.0,510.0,140.0,1649.0,3965.0,128.0,2002.0,264.0,948.0,9689.0,482.0,1516.0,384.0,38678968.0,3062.0,16286.0,13228.0,674.0,14335.0
2010-47,,4348.0,6824.0,25820.0,9254.0,492.0,30080.0,1305.0,132.0,33675.0,968.0,2614.0,7715.0,482.0,113.0,1155.0,2500.0,220.0,1610.0,287.0,1627.0,7967.0,461.0,1400.0,372.0,38497901.0,3116.0,13444.0,13043.0,690.0,13133.0
2010-48,,3974.0,13127.0,28289.0,9804.0,489.0,31323.0,1411.0,116.0,36075.0,966.0,3009.0,7238.0,495.0,137.0,1343.0,2252.0,143.0,1715.0,305.0,1013.0,6898.0,470.0,1546.0,419.0,38036638.0,3269.0,15063.0,11721.0,622.0,13269.0
2010-49,,4224.0,15269.0,31836.0,11318.0,591.0,38986.0,2036.0,141.0,43408.0,989.0,3659.0,8673.0,538.0,164.0,1317.0,2324.0,106.0,1961.0,641.0,1992.0,9218.0,563.0,1916.0,472.0,38911572.0,3559.0,17428.0,67967.0,643.0,15039.0
2010-50,,3919.0,7147.0,31671.0,9549.0,372.0,39495.0,1579.0,160.0,42647.0,1162.0,4375.0,9123.0,407.0,143.0,1195.0,2241.0,79.0,1765.0,352.0,1273.0,6977.0,479.0,3083.0,417.0,36871397.0,4087.0,16182.0,20750.0,632.0,12857.0
2010-51,,2768.0,5155.0,29093.0,5431.0,329.0,35321.0,1355.0,131.0,37966.0,1129.0,4738.0,8630.0,476.0,227.0,1136.0,1952.0,167.0,1486.0,317.0,1556.0,6583.0,391.0,4134.0,485.0,31827744.0,4764.0,10641.0,20335.0,606.0,8315.0
2010-52,,2184.0,3382.0,23791.0,4042.0,177.0,28230.0,1294.0,100.0,32458.0,989.0,4288.0,8926.0,384.0,171.0,992.0,1540.0,131.0,1083.0,206.0,1228.0,4744.0,259.0,3147.0,363.0,22892921.0,3850.0,8043.0,18141.0,505.0,5864.0
2010-53,,1140.0,1285.0,7758.0,1846.0,116.0,7935.0,376.0,89.0,14606.0,326.0,655.0,6193.0,211.0,85.0,184.0,738.0,51.0,587.0,124.0,285.0,1106.0,131.0,237.0,129.0,12648269.0,1580.0,4762.0,12434.0,288.0,2640.0
