Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2011-11,,3579.0,6490.0,20377.0,7586.0,328.0,30745.0,1308.0,153.0,34106.0,1115.0,5246.0,8758.0,1013.0,124.0,760.0,2022.0,64.0,2115.0,234.0,1145.0,4699.0,432.0,3729.0,447.0,37444818.0,4030.0,12197.0,9782.0,674.0,12548.0
2011-12,,3308.0,6011.0,20448.0,7401.0,251.0,29679.0,1297.0,130.0,31590.0,1129.0,4311.0,10630.0,535.0,107.0,744.0,1926.0,78.0,1833.0,186.0,967.0,4843.0,416.0,3121.0,451.0,36862105.0,3445.0,11544.0,9067.0,570.0,12433.0
2011-13,,3229.0,5713.0,19889.0,7447.0,235.0,28391.0,1302.0,117.0,34222.0,1175.0,3607.0,8050.0,556.0,85.0,764.0,1882.0,58.0,1902.0,166.0,1129.0,5261.0,401.0,2397.0,398.0,36221693.0,3116.0,11675.0,8978.0,611.0,12620.0
2011-14,,3275.0,5783.0,19019.0,7404.0,290.0,27830.0,1263.0,129.0,29788.0,1030.0,3152.0,7624.0,468.0,125.0,677.0,1935.0,53.0,1885.0,205.0,1000.0,4792.0,496.0,1791.0,359.0,36014883.0,3116.0,11952.0,8374.0,565.0,12710.0
2011-15,,3221.0,6166.0,18505.0,7539.0,244.0,27781.0,1049.0,95.0,27218.0,922.0,2704.0,5908.0,458.0,65.0,624.0,1842.0,135.0,1930.0,159.0,936.0,4690.0,441.0,1532.0,334.0,34894635.0,2758.0,11508.0,7421.0,487.0,11911.0
2011-16,,2955.0,5601.0,16478.0,6625.0,231.0,25392.0,1028.0,93.0,21884.0,770.0,1991.0,4699.0,445.0,74.0,440.0,1786.0,80.0,1555.0,183.0,781.0,3966.0,420.0,1106.0,271.0,33533339.0,2464.0,10730.0,6301.0,514.0,10805.0
2011-17,,3049.0,6352.0,16458.0,7661.0,246.0,25659.0,949.0,95.0,23684.0,738.0,2020.0,4738.0,446.0,74.0,457.0,1617.0,69.0,1826.0,211.0,1045.0,3816.0,509.0,969.0,337.0,35436212.0,2440.0,11236.0,6398.0,554.0,12294.0
2011-18,,3022.0,5492.0,16682.0,7531.0,218.0,24646.0,889.0,109.0,25264.0,768.0,1892.0,4749.0,456.0,64.0,507.0,1392.0,73.0,1666.0,213.0,1208.0,4172.0,449.0,861.0,357.0,35391196.0,2483.0,11509.0,7504.0,470.0,12292.0
2011-19,,3196.0,6687.0,17194.0,7696.0,262.0,25050.0,874.0,106.0,24821.0,746.0,1918.0,4633.0,474.0,81.0,381.0,1434.0,70.0,1842.0,259.0,1200.0,4283.0,483.0,817.0,310.0,35483307.0,2310.0,12528.0,8484.0,475.0,13224.0
2011-20,,3181.0,12550.0,16906.0,6782.0,337.0,23906.0,854.0,110.0,24523.0,731.0,1754.0,5644.0,456.0,60.0,418.0,1590.0,67.0,1748.0,200.0,1144.0,3920.0,418.0,718.0,315.0,33308759.0,2402.0,11748.0,8329.0,611.0,12692.0
2011-21,,3107.0,7923.0,17154.0,6796.0,294.0,23896.0,819.0,85.0,23049.0,669.0,1672.0,5044.0,475.0,48.0,411.0,1982.0,53.0,1639.0,169.0,1022.0,3876.0,357.0,636.0,275.0,39554595.0,2402.0,11725.0,8153.0,720.0,14064.0
2011-22,,2983.0,10800.0,15872.0,7027.0,407.0,26615.0,771.0,94.0,22032.0,653.0,1593.0,4987.0,426.0,61.0,387.0,1436.0,62.0,1454.0,152.0,974.0,3747.0,379.0,696.0,249.0,59853724.0,2113.0,12941.0,8344.0,339.0,11871.0
2011-23,,2878.0,5869.0,14722.0,6963.0,321.0,23841.0,716.0,69.0,19831.0,725.0,1627.0,5061.0,426.0,74.0,482.0,2513.0,83.0,1543.0,158.0,713.0,3304.0,344.0,626.0,258.0,32627554.0,2152.0,10794.0,8223.0,393.0,10734.0
2011-24,,2330.0,5317.0,13752.0,6320.0,259.0,23886.0,672.0,67.0,18408.0,680.0,1480.0,4605.0,370.0,56.0,366.0,1216.0,33.0,1345.0,148.0,717.0,2800.0,321.0,498.0,224.0,31242830.0,1873.0,10213.0,8789.0,311.0,10560.0
2011-25,,2544.0,5415.0,14202.0,6013.0,278.0,25400.0,719.0,55.0,18566.0,692.0,1559.0,4308.0,312.0,87.0,467.0,1202.0,55.0,1411.0,151.0,796.0,3339.0,333.0,555.0,215.0,31615598.0,2041.0,9607.0,8638.0,317.0,10999.0
2011-26,,2278.0,5167.0,13526.0,5508.0,434.0,24099.0,632.0,58.0,15990.0,627.0,1413.0,3913.0,275.0,67.0,416.0,1113.0,79.0,1174.0,122.0,646.0,2701.0,308.0,558.0,174.0,30887090.0,1676.0,9199.0,8256.0,329.0,9036.0
2011-27,,2216.0,5116.0,14002.0,4869.0,320.0,24130.0,600.0,51.0,16211.0,617.0,1373.0,3985.0,278.0,79.0,389.0,1124.0,72.0,1182.0,118.0,744.0,2589.0,260.0,634.0,199.0,30495837.0,1724.0,8451.0,7507.0,285.0,8396.0
2011-28,,2550.0,5583.0,13952.0,4852.0,257.0,23989.0,646.0,76.0,16305.0,626.0,1341.0,4436.0,310.0,71.0,360.0,1261.0,49.0,1191.0,135.0,706.0,2676.0,260.0,561.0,215.0,30625638.0,1838.0,8592.0,7255.0,301.0,44865.0
2011-29,,5042.0,5508.0,13679.0,5120.0,287.0,24088.0,743.0,64.0,17328.0,700.0,1494.0,4075.0,256.0,81.0,358.0,1138.0,66.0,1210.0,142.0,759.0,2848.0,242.0,707.0,196.0,31790493.0,1938.0,8885.0,7417.0,321.0,8497.0
2011-30,,2539.0,5524.0,14329.0,5060.0,292.0,24822.0,775.0,77.0,17013.0,675.0,1767.0,4068.0,303.0,96.0,403.0,1152.0,94.0,1159.0,155.0,828.0,3291.0,320.0,709.0,280.0,30426846.0,1808.0,8563.0,6991.0,317.0,8643.0
2011-31,,2516.0,5456.0,13586.0,5193.0,263.0,24836.0,818.0,83.0,16586.0,721.0,1783.0,3911.0,266.0,65.0,373.0,1062.0,64.0,1197.0,130.0,738.0,3003.0,238.0,789.0,248.0,29896208.0,1872.0,11515.0,6885.0,309.0,8687.0
2011-32,,2376.0,5138.0,13164.0,5489.0,276.0,23281.0,858.0,81.0,16206.0,636.0,1886.0,3623.0,252.0,86.0,373.0,1168.0,55.0,1204.0,152.0,762.0,2810.0,281.0,821.0,237.0,29678202.0,2008.0,9572.0,6519.0,329.0,8019.0
2011-33,,2698.0,5640.0,13135.0,5540.0,249.0,22398.0,902.0,64.0,16534.0,651.0,1586.0,3711.0,280.0,95.0,376.0,1142.0,63.0,1182.0,141.0,609.0,2854.0,279.0,729.0,192.0,28662547.0,1801.0,12555.0,6308.0,399.0,7430.0
2011-34,,2602.0,5681.0,14285.0,5647.0,259.0,22910.0,1105.0,55.0,16690.0,691.0,1588.0,3712.0,297.0,62.0,457.0,1176.0,75.0,1175.0,140.0,683.0,3375.0,273.0,1763.0,207.0,27587528.0,1838.0,9207.0,6569.0,309.0,8142.0
2011-35,,4413.0,6042.0,14793.0,5988.0,287.0,21142.0,1439.0,77.0,16750.0,658.0,1744.0,4247.0,336.0,101.0,1136.0,5262.0,104.0,1408.0,136.0,684.0,4532.0,295.0,810.0,250.0,26309508.0,1901.0,10945.0,6745.0,283.0,7625.0
2011-36,,3569.0,7654.0,16588.0,6823.0,321.0,22877.0,1573.0,70.0,19279.0,672.0,1683.0,4694.0,390.0,80.0,745.0,2474.0,70.0,1684.0,122.0,713.0,4475.0,341.0,770.0,238.0,25676642.0,1920.0,11748.0,7344.0,292.0,8218.0
2011-37,,3496.0,8444.0,19823.0,8219.0,434.0,23801.0,1812.0,77.0,22848.0,785.0,1868.0,5473.0,501.0,69.0,700.0,1986.0,52.0,1953.0,147.0,806.0,6453.0,351.0,828.0,267.0,25402485.0,2015.0,13342.0,8234.0,312.0,9914.0
2011-38,,3782.0,7622.0,22611.0,7638.0,322.0,26210.0,1989.0,105.0,26185.0,869.0,1983.0,5473.0,438.0,89.0,746.0,2165.0,61.0,1830.0,121.0,888.0,8072.0,391.0,804.0,269.0,25641524.0,2140.0,12136.0,8069.0,325.0,9703.0
2011-39,,3107.0,7846.0,22554.0,7993.0,291.0,27672.0,2262.0,100.0,26444.0,1072.0,2269.0,5392.0,392.0,73.0,810.0,1725.0,77.0,1756.0,142.0,961.0,11295.0,467.0,855.0,294.0,26741601.0,2355.0,11561.0,8247.0,430.0,10586.0
2011-40,,3326.0,7850.0,24855.0,8492.0,296.0,28653.0,2449.0,92.0,30563.0,1167.0,2400.0,5836.0,441.0,87.0,928.0,1845.0,79.0,1995.0,199.0,1524.0,15124.0,515.0,1030.0,321.0,30484516.0,2578.0,11748.0,9091.0,421.0,12282.0
2011-41,,3673.0,9885.0,22700.0,9340.0,340.0,28421.0,2158.0,91.0,29658.0,1107.0,2399.0,5376.0,548.0,71.0,849.0,1726.0,64.0,2187.0,182.0,1115.0,14974.0,478.0,830.0,357.0,28919239.0,2531.0,15387.0,8692.0,430.0,11460.0
2011-42,,3569.0,15082.0,23306.0,8660.0,329.0,27985.0,2116.0,95.0,33310.0,1116.0,2389.0,5928.0,490.0,73.0,877.0,1902.0,68.0,2018.0,172.0,1177.0,15208.0,599.0,934.0,353.0,24350749.0,2582.0,12863.0,8365.0,446.0,11563.0
2011-43,,3992.0,11567.0,24284.0,9071.0,356.0,28690.0,2144.0,101.0,38250.0,1191.0,2535.0,6212.0,477.0,68.0,839.0,1863.0,60.0,2247.0,187.0,1285.0,16689.0,603.0,903.0,357.0,25226131.0,2822.0,13496.0,8680.0,443.0,16480.0
2011-44,,3800.0,10422.0,26309.0,9285.0,360.0,31331.0,2209.0,85.0,39844.0,1177.0,2767.0,6047.0,614.0,92.0,831.0,1996.0,71.0,3024.0,190.0,1194.0,13684.0,599.0,937.0,390.0,26484283.0,2920.0,15134.0,9272.0,476.0,14421.0
2011-45,,3572.0,9278.0,26670.0,10179.0,315.0,31147.0,2008.0,104.0,41516.0,1105.0,2925.0,6090.0,646.0,89.0,874.0,1929.0,70.0,2941.0,205.0,1201.0,12839.0,538.0,987.0,400.0,26649074.0,2903.0,14422.0,9472.0,507.0,14026.0
2011-46,,3893.0,8971.0,29716.0,9914.0,411.0,32413.0,1900.0,105.0,38567.0,1158.0,3270.0,5635.0,547.0,104.0,799.0,2180.0,124.0,2646.0,215.0,1221.0,11272.0,588.0,961.0,445.0,26533795.0,3109.0,13961.0,8653.0,480.0,14510.0
2011-47,,3947.0,8003.0,25435.0,7880.0,421.0,28231.0,1437.0,130.0,30330.0,1028.0,3349.0,5378.0,462.0,115.0,1828.0,2736.0,100.0,2182.0,207.0,1123.0,8420.0,513.0,884.0,441.0,24983337.0,2989.0,11726.0,8016.0,468.0,12256.0
2011-48,,4937.0,9425.0,30096.0,10170.0,343.0,30440.0,1912.0,89.0,35506.0,1194.0,3317.0,6452.0,576.0,124.0,1636.0,5272.0,87.0,2520.0,218.0,1237.0,8365.0,548.0,1090.0,438.0,26414156.0,3404.0,14892.0,8611.0,560.0,13887.0
2011-49,,3659.0,8587.0,27922.0,9657.0,320.0,31397.0,1617.0,92.0,33284.0,972.0,2840.0,5344.0,516.0,125.0,1289.0,3183.0,108.0,2180.0,202.0,1114.0,7415.0,531.0,1001.0,403.0,25855433.0,2970.0,14898.0,8060.0,486.0,13894.0
2011-50,,3659.0,7958.0,27634.0,8894.0,303.0,29066.0,1464.0,109.0,30812.0,1029.0,2560.0,5681.0,474.0,121.0,1582.0,2320.0,104.0,2040.0,188.0,1162.0,6444.0,470.0,917.0,376.0,25254300.0,2944.0,13186.0,7629.0,498.0,12592.0
2011-51,,3655.0,3956.0,17158.0,3718.0,154.0,16392.0,828.0,78.0,16448.0,643.0,1626.0,4046.0,317.0,137.0,1112.0,6876.0,65.0,1286.0,141.0,599.0,3405.0,232.0,583.0,205.0,14538543.0,1723.0,6528.0,4300.0,362.0,6038.0
2011-52,,3715.0,5367.0,30231.0,5291.0,272.0,30610.0,2159.0,130.0,29924.0,963.0,2822.0,6808.0,538.0,211.0,2017.0,10539.0,117.0,1633.0,193.0,1366.0,4970.0,367.0,1529.0,329.0,26203785.0,3265.0,9277.0,12172.0,484.0,7696.0
2011-53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
